"","createdAt","sessionid","uid","pairid","lalco","ldep","llife","lcrim","ralco","rdep","rlife","rcrim","secElasped","chosen","order","attfailed"
"4749",2022-02-24 23:52:45,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",0,1,1,0,2,0,1,2,3,0,47,FALSE
"4750",2022-02-24 23:52:48,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",4,2,3,1,2,2,1,0,3,1,48,FALSE
"4751",2022-02-24 23:52:51,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"easy2",4,0,1,2,0,2,3,0,3,1,49,FALSE
"4752",2022-02-24 23:52:54,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"attcheck",4,0,-1,2,0,2,3,0,3,1,50,FALSE
"4753",2022-02-24 23:53:04,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",4,0,2,0,2,0,3,2,10,0,51,FALSE
"4754",2022-02-24 23:53:09,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",4,1,2,1,2,0,2,2,5,0,52,FALSE
"4755",2022-02-24 23:53:17,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",0,1,2,1,0,1,3,1,7,1,53,FALSE
"4756",2022-02-24 23:53:22,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"easy1",4,0,1,2,0,0,3,0,5,1,54,FALSE
"4757",2022-02-24 23:53:25,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",2,0,2,1,2,2,2,0,3,1,55,FALSE
"4758",2022-02-24 23:53:29,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",0,2,3,1,4,1,1,2,4,0,56,FALSE
"4759",2022-02-24 23:53:33,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",0,2,1,0,2,1,1,0,4,0,57,FALSE
"4760",2022-02-24 23:53:39,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"hard1",0,0,2,2,2,2,2,0,6,0,58,FALSE
"4761",2022-02-24 23:53:42,"f0a8bf00-6eb8-48ee-9d1b-68e728ba3d84",15,"random",4,0,1,1,2,0,2,2,3,1,59,FALSE
"4762",2022-02-25 10:56:20,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,2,1,0,2,2,2,0,20,1,0,FALSE
"4763",2022-02-25 10:56:24,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,0,2,0,2,2,3,1,4,0,1,FALSE
"4764",2022-02-25 10:56:27,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,1,1,0,0,0,3,1,3,0,2,FALSE
"4765",2022-02-25 10:56:30,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"easy3",4,0,1,2,0,1,3,0,4,1,3,FALSE
"4766",2022-02-25 10:56:33,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,2,2,1,2,0,3,0,3,1,4,FALSE
"4767",2022-02-25 10:56:36,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"easy2",0,2,3,0,4,0,1,2,3,0,5,FALSE
"4768",2022-02-25 10:56:39,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"attcheck",0,2,3,0,4,0,-1,2,3,0,6,FALSE
"4769",2022-02-25 10:56:50,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,0,3,1,0,2,2,1,10,1,7,FALSE
"4770",2022-02-25 10:56:54,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,2,3,0,0,2,1,1,4,0,8,FALSE
"4771",2022-02-25 10:57:05,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,0,3,2,2,0,1,1,10,0,9,FALSE
"4772",2022-02-25 10:57:09,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,2,3,1,0,2,1,0,5,1,10,FALSE
"4773",2022-02-25 10:57:18,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,0,3,1,2,2,2,2,9,1,11,FALSE
"4774",2022-02-25 10:57:23,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,3,0,4,0,3,0,5,0,12,FALSE
"4775",2022-02-25 10:57:30,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,0,3,2,0,0,1,2,7,0,13,FALSE
"4776",2022-02-25 10:57:38,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,0,2,0,4,2,2,0,8,1,14,FALSE
"4777",2022-02-25 10:57:41,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,1,2,0,0,1,3,1,4,0,15,FALSE
"4778",2022-02-25 10:57:48,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,0,2,2,4,1,3,1,6,1,16,FALSE
"4779",2022-02-25 10:58:01,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,1,2,4,1,3,2,14,0,17,FALSE
"4780",2022-02-25 10:58:32,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,1,1,1,4,2,3,1,30,1,18,FALSE
"4781",2022-02-25 10:58:36,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,0,2,0,4,1,1,1,4,0,19,FALSE
"4782",2022-02-25 10:58:40,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"hard3",0,1,2,2,2,0,2,0,4,1,20,FALSE
"4783",2022-02-25 10:58:43,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,0,2,1,2,0,1,0,3,1,21,FALSE
"4784",2022-02-25 10:58:48,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,2,1,0,0,2,2,1,5,0,22,FALSE
"4785",2022-02-25 10:58:53,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,2,2,0,2,2,3,0,6,1,23,FALSE
"4786",2022-02-25 10:58:56,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,0,2,1,0,2,1,0,3,1,24,FALSE
"4787",2022-02-25 10:59:03,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,1,2,1,0,2,2,2,6,1,25,FALSE
"4788",2022-02-25 10:59:11,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,2,3,2,0,1,2,1,8,0,26,FALSE
"4789",2022-02-25 10:59:15,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,0,3,0,4,1,3,0,5,0,27,FALSE
"4790",2022-02-25 10:59:21,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,3,0,0,0,1,1,6,0,28,FALSE
"4791",2022-02-25 10:59:24,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,1,2,0,4,2,3,2,3,0,29,FALSE
"4792",2022-02-25 11:03:07,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,1,1,2,0,1,2,1,223,1,30,FALSE
"4793",2022-02-25 11:03:10,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,2,3,2,0,0,3,1,4,1,31,FALSE
"4794",2022-02-25 11:03:15,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,2,3,1,4,2,2,1,4,0,32,FALSE
"4795",2022-02-25 11:03:22,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,2,2,0,4,0,3,1,8,0,33,FALSE
"4796",2022-02-25 11:03:25,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"hard1",0,0,2,2,2,2,2,0,3,1,34,FALSE
"4797",2022-02-25 11:03:34,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,1,1,2,4,2,2,1,9,1,35,FALSE
"4798",2022-02-25 11:03:38,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,2,2,2,0,0,1,2,5,0,36,FALSE
"4799",2022-02-25 11:03:44,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"easy1",4,0,1,2,0,0,3,0,5,1,37,FALSE
"4800",2022-02-25 11:03:55,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,0,3,1,2,1,3,1,11,1,38,FALSE
"4801",2022-02-25 11:03:58,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,1,1,2,2,1,2,0,3,1,39,FALSE
"4802",2022-02-25 11:04:01,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,2,3,0,4,1,2,2,2,0,40,FALSE
"4803",2022-02-25 11:04:04,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"hard2",2,1,2,0,0,0,2,1,3,0,41,FALSE
"4804",2022-02-25 11:04:06,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"attcheck",4,0,-1,2,0,2,3,0,3,1,42,FALSE
"4805",2022-02-25 11:04:11,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,0,3,0,4,0,1,0,5,0,43,FALSE
"4806",2022-02-25 11:04:14,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,2,2,0,4,0,3,2,3,0,44,FALSE
"4807",2022-02-25 11:04:19,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,1,2,2,2,3,2,5,1,45,FALSE
"4808",2022-02-25 11:04:22,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,2,1,0,1,2,0,3,1,46,FALSE
"4809",2022-02-25 11:04:27,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,0,2,1,0,2,1,1,5,1,47,FALSE
"4810",2022-02-25 11:04:30,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,1,2,2,2,2,2,0,2,1,48,FALSE
"4811",2022-02-25 11:04:36,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,1,1,1,0,2,1,1,6,1,49,FALSE
"4812",2022-02-25 11:04:39,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,3,2,0,2,3,0,3,1,50,FALSE
"4813",2022-02-25 11:04:43,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,3,1,2,2,2,0,3,1,51,FALSE
"4814",2022-02-25 11:04:45,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"attcheck",0,2,3,0,4,0,-1,2,3,0,52,FALSE
"4815",2022-02-25 11:04:52,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",4,0,3,1,4,0,2,2,7,0,53,FALSE
"4816",2022-02-25 11:04:55,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",2,2,1,1,0,0,3,0,3,1,54,FALSE
"4817",2022-02-25 11:05:00,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,2,1,2,0,2,2,6,0,55,FALSE
"4818",2022-02-25 11:05:04,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,0,1,2,2,2,3,0,3,1,56,FALSE
"4819",2022-02-25 11:05:25,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,2,3,2,4,1,3,2,21,0,57,FALSE
"4820",2022-02-25 11:05:27,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,1,3,0,4,2,2,1,3,0,58,FALSE
"4821",2022-02-25 11:05:33,"6c995c99-993e-40ae-9686-cbcedbcd4994",26,"random",0,0,1,2,0,1,1,1,5,1,59,FALSE
"4822",2022-02-25 11:37:51,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,1,3,1,0,2,3,0,16,1,0,FALSE
"4823",2022-02-25 11:37:53,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"attcheck",0,2,3,0,4,0,-1,2,3,0,1,FALSE
"4824",2022-02-25 11:38:07,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,2,1,0,2,2,1,1,14,0,2,FALSE
"4825",2022-02-25 11:38:11,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,2,1,0,2,1,2,0,5,1,3,FALSE
"4826",2022-02-25 11:38:17,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"hard2",0,0,2,1,2,1,2,0,6,1,4,FALSE
"4827",2022-02-25 11:38:20,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"attcheck",0,2,3,0,4,0,-1,2,3,0,5,FALSE
"4828",2022-02-25 11:38:38,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,0,2,0,0,0,2,0,18,1,6,FALSE
"4829",2022-02-25 11:38:43,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,2,2,0,0,2,2,0,5,1,7,FALSE
"4830",2022-02-25 11:38:47,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,1,2,2,4,2,3,0,4,0,8,FALSE
"4831",2022-02-25 11:38:51,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,1,2,1,0,0,1,1,4,1,9,FALSE
"4832",2022-02-25 11:38:55,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,1,3,0,2,1,1,0,4,0,10,FALSE
"4833",2022-02-25 11:39:00,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,1,2,2,1,3,2,5,1,11,FALSE
"4834",2022-02-25 11:39:14,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,2,1,0,2,1,1,2,14,1,12,FALSE
"4835",2022-02-25 11:39:18,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,2,1,1,4,2,1,0,4,0,13,FALSE
"4836",2022-02-25 11:39:22,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"hard1",0,0,2,2,2,2,2,0,4,1,14,FALSE
"4837",2022-02-25 11:39:24,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,3,0,4,1,2,0,3,0,15,FALSE
"4838",2022-02-25 11:39:32,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,1,3,0,2,0,3,2,8,0,16,FALSE
"4839",2022-02-25 11:39:38,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,0,3,0,0,2,3,1,6,0,17,FALSE
"4840",2022-02-25 11:39:42,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,0,1,0,0,2,1,0,4,1,18,FALSE
"4841",2022-02-25 11:39:46,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,1,1,0,2,2,2,0,4,0,19,FALSE
"4842",2022-02-25 11:40:25,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,1,3,2,2,0,3,1,39,0,20,FALSE
"4843",2022-02-25 11:40:32,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,2,2,1,0,0,2,0,7,1,21,FALSE
"4844",2022-02-25 11:40:36,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,2,2,0,2,3,0,4,1,22,FALSE
"4845",2022-02-25 11:40:41,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,0,3,1,4,2,1,2,5,0,23,FALSE
"4846",2022-02-25 11:41:06,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"easy2",0,2,3,0,4,0,1,2,25,0,24,FALSE
"4847",2022-02-25 11:41:10,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,2,2,2,1,1,1,4,1,25,FALSE
"4848",2022-02-25 11:41:15,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,2,2,0,4,2,3,1,5,0,26,FALSE
"4849",2022-02-25 11:41:23,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,1,1,1,2,0,3,1,8,0,27,FALSE
"4850",2022-02-25 11:41:26,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,1,3,1,0,2,1,1,3,1,28,FALSE
"4851",2022-02-25 11:41:29,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,1,3,2,2,1,2,2,3,0,29,FALSE
"4852",2022-02-25 11:43:18,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"attcheck",0,2,3,0,4,0,-1,2,109,0,30,FALSE
"4853",2022-02-25 11:43:20,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,2,1,2,2,1,1,0,3,1,31,FALSE
"4854",2022-02-25 11:43:24,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,2,2,0,2,2,3,2,4,0,32,FALSE
"4855",2022-02-25 11:43:27,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,2,3,0,4,2,3,1,3,0,33,FALSE
"4856",2022-02-25 11:43:34,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,3,0,2,2,1,0,7,0,34,FALSE
"4857",2022-02-25 11:43:36,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,3,1,4,1,3,1,2,0,35,FALSE
"4858",2022-02-25 11:43:41,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,2,1,4,0,2,2,4,0,36,FALSE
"4859",2022-02-25 11:43:46,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,3,1,2,1,3,2,5,0,37,FALSE
"4860",2022-02-25 11:43:49,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"easy1",0,0,3,0,4,0,1,2,3,0,38,FALSE
"4861",2022-02-25 11:43:59,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,1,2,0,0,0,1,2,10,0,39,FALSE
"4862",2022-02-25 11:44:02,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,3,1,0,1,1,2,3,0,40,FALSE
"4863",2022-02-25 11:44:39,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,2,1,1,4,1,3,0,37,0,41,FALSE
"4864",2022-02-25 11:44:44,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"hard3",2,0,2,0,0,1,2,2,5,1,42,FALSE
"4865",2022-02-25 11:44:47,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,2,2,2,4,0,3,1,3,1,43,FALSE
"4866",2022-02-25 11:44:52,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,0,1,0,2,0,2,1,5,1,44,FALSE
"4867",2022-02-25 11:45:04,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,2,3,0,2,0,3,0,12,1,45,FALSE
"4868",2022-02-25 11:45:13,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,1,1,2,0,1,2,2,9,1,46,FALSE
"4869",2022-02-25 11:45:29,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,1,3,2,2,1,1,0,16,0,47,FALSE
"4870",2022-02-25 11:45:32,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,1,2,2,2,3,2,3,0,48,FALSE
"4871",2022-02-25 11:45:37,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"easy3",0,1,3,0,4,0,1,2,6,0,49,FALSE
"4872",2022-02-25 11:45:40,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,0,2,2,0,2,3,1,2,1,50,FALSE
"4873",2022-02-25 11:45:47,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,2,3,2,4,2,3,0,7,0,51,FALSE
"4874",2022-02-25 11:45:48,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,2,2,2,4,1,1,0,18,0,0,FALSE
"4875",2022-02-25 11:45:51,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,1,3,2,2,1,3,2,4,0,52,FALSE
"4876",2022-02-25 11:45:54,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,2,1,0,4,0,2,1,6,0,1,FALSE
"4877",2022-02-25 11:45:55,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,1,3,0,4,2,2,2,4,0,53,FALSE
"4878",2022-02-25 11:45:59,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,1,1,0,2,1,2,2,4,0,54,FALSE
"4879",2022-02-25 11:45:59,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,0,2,2,0,0,1,0,5,0,2,FALSE
"4880",2022-02-25 11:46:04,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,1,1,2,4,0,2,2,4,0,3,FALSE
"4881",2022-02-25 11:46:06,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,1,3,1,4,0,2,2,7,0,55,FALSE
"4882",2022-02-25 11:46:07,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,1,2,0,0,0,2,2,4,0,4,FALSE
"4883",2022-02-25 11:46:13,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,2,1,1,4,1,2,0,6,0,5,FALSE
"4884",2022-02-25 11:46:16,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",0,1,3,0,4,0,2,0,10,0,56,FALSE
"4885",2022-02-25 11:46:17,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,2,2,2,1,3,2,4,1,6,FALSE
"4886",2022-02-25 11:46:22,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,0,3,0,4,0,1,1,5,0,7,FALSE
"4887",2022-02-25 11:46:26,"ef1a4090-b393-447e-8985-f85de261dac0",11,"attcheck",4,0,-1,2,0,2,3,0,4,1,8,FALSE
"4888",2022-02-25 11:46:28,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",2,2,1,0,2,2,3,0,12,1,57,FALSE
"4889",2022-02-25 11:46:31,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,0,3,0,2,0,3,0,4,1,9,FALSE
"4890",2022-02-25 11:46:31,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,1,1,0,0,0,1,1,3,0,58,FALSE
"4891",2022-02-25 11:46:34,"ef1a4090-b393-447e-8985-f85de261dac0",11,"attcheck",0,2,3,0,4,0,-1,2,4,0,10,FALSE
"4892",2022-02-25 11:46:35,"c39292ec-782d-4696-9d8b-0756a38f7f50",22,"random",4,0,3,2,0,2,3,0,4,1,59,FALSE
"4893",2022-02-25 11:46:39,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,0,3,2,0,1,3,0,5,1,11,FALSE
"4894",2022-02-25 11:46:43,"ef1a4090-b393-447e-8985-f85de261dac0",11,"easy1",4,0,1,2,0,0,3,0,4,1,12,FALSE
"4895",2022-02-25 11:46:47,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,0,1,0,2,2,3,0,4,1,13,FALSE
"4896",2022-02-25 11:46:50,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,2,2,2,0,1,3,0,4,0,14,FALSE
"4897",2022-02-25 11:46:54,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,0,2,0,0,1,2,0,4,1,15,FALSE
"4898",2022-02-25 11:47:00,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,2,0,2,0,1,2,5,1,16,FALSE
"4899",2022-02-25 11:47:04,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,1,0,0,1,1,1,4,1,17,FALSE
"4900",2022-02-25 11:47:11,"ef1a4090-b393-447e-8985-f85de261dac0",11,"hard3",0,1,2,2,2,0,2,0,7,0,18,FALSE
"4901",2022-02-25 11:47:15,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,3,1,0,0,2,1,4,1,19,FALSE
"4902",2022-02-25 11:47:21,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,1,2,2,2,1,2,1,6,1,20,FALSE
"4903",2022-02-25 11:47:25,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,1,2,1,4,1,1,1,4,0,21,FALSE
"4904",2022-02-25 11:47:28,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,1,2,2,2,0,1,0,3,0,22,FALSE
"4905",2022-02-25 11:47:33,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,1,3,1,4,0,3,0,5,0,23,FALSE
"4906",2022-02-25 11:47:37,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,1,2,2,4,1,2,2,4,0,24,FALSE
"4907",2022-02-25 11:47:41,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,0,2,0,4,2,3,1,5,1,25,FALSE
"4908",2022-02-25 11:47:44,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,2,3,0,2,0,3,2,3,0,26,FALSE
"4909",2022-02-25 11:47:48,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,2,3,1,2,2,1,0,3,0,27,FALSE
"4910",2022-02-25 11:47:53,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,2,2,2,0,1,2,1,5,1,28,FALSE
"4911",2022-02-25 11:47:57,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,0,1,0,0,1,3,2,5,1,29,FALSE
"4912",2022-02-25 11:48:34,"ef1a4090-b393-447e-8985-f85de261dac0",11,"easy3",0,1,3,0,4,0,1,2,37,0,30,FALSE
"4913",2022-02-25 11:48:38,"ef1a4090-b393-447e-8985-f85de261dac0",11,"hard1",2,2,2,0,0,0,2,2,4,0,31,FALSE
"4914",2022-02-25 11:48:44,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,1,1,2,0,1,1,0,6,1,32,FALSE
"4915",2022-02-25 11:48:49,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,3,0,0,0,3,2,5,1,33,FALSE
"4916",2022-02-25 11:48:54,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,0,3,0,4,2,2,2,5,1,34,FALSE
"4917",2022-02-25 11:49:00,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,2,3,0,4,2,2,2,5,0,35,FALSE
"4918",2022-02-25 11:49:04,"ef1a4090-b393-447e-8985-f85de261dac0",11,"hard2",0,0,2,1,2,1,2,0,5,1,36,FALSE
"4919",2022-02-25 11:49:10,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,1,3,2,2,2,1,0,6,0,37,FALSE
"4920",2022-02-25 11:49:15,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,2,3,2,2,0,1,2,5,0,38,FALSE
"4921",2022-02-25 11:49:20,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,1,2,2,4,0,2,0,5,0,39,FALSE
"4922",2022-02-25 11:49:25,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,3,1,2,0,3,2,5,1,40,FALSE
"4923",2022-02-25 11:49:33,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,3,0,2,1,1,0,8,1,41,FALSE
"4924",2022-02-25 11:49:40,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,3,2,4,1,3,1,7,1,42,FALSE
"4925",2022-02-25 11:49:44,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",2,2,3,0,2,1,3,0,4,0,43,FALSE
"4926",2022-02-25 11:49:48,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,0,1,0,2,2,2,1,4,1,44,FALSE
"4927",2022-02-25 11:49:52,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",0,0,2,1,2,1,3,1,4,1,45,FALSE
"4928",2022-02-25 11:49:55,"ef1a4090-b393-447e-8985-f85de261dac0",11,"easy2",4,0,1,2,0,2,3,0,3,1,46,FALSE
"4929",2022-02-25 11:50:00,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,1,1,2,4,0,1,0,5,0,47,FALSE
"4930",2022-02-25 11:50:05,"ef1a4090-b393-447e-8985-f85de261dac0",11,"random",4,0,2,0,4,2,3,0,5,1,48,FALSE
