id,createdAt,sessionid,pairid,secElasped,chosen,order,mindChanged,l_elderlyDep,l_lifeYearsGained,l_obesity,l_weeklyWorkhours,l_yearsWaiting,r_elderlyDep,r_lifeYearsGained,r_obesity,r_weeklyWorkhours,r_yearsWaiting
66,2022-08-21 15:51:40.266000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-25-1-1-20_2-10-7-0-0,3,0,2,0,0,25,1,20,1,2,10,0,0,7
66,2022-08-21 15:51:43.451000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-25-3-0-40_0-20-1-2-10,3,0,3,0,3,25,0,40,3,0,20,2,10,1
66,2022-08-21 15:51:48.091000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,hard_1,5,1,4,1,1,20,2,30,7,2,25,1,10,5
66,2022-08-21 15:51:51.227000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,1-25-7-3-30_2-20-1-0-30,3,0,5,0,1,25,3,30,7,2,20,0,30,1
66,2022-08-21 15:51:54.706000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-25-5-0-30_1-20-7-0-30,4,0,6,0,2,25,0,30,5,1,20,0,30,7
66,2022-08-21 15:51:57.055000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-10-1-0-20_3-20-3-3-10,2,1,7,0,0,10,0,20,1,3,20,3,10,3
66,2022-08-21 15:51:59.425000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-10-3-0-50_2-25-7-2-30,2,1,8,0,0,10,0,50,3,2,25,2,30,7
66,2022-08-21 15:52:02.179000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-10-5-2-50_1-5-5-2-40,3,0,9,0,2,10,2,50,5,1,5,2,40,5
66,2022-08-21 15:52:06.218000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,hard_1,4,1,10,0,1,20,2,30,7,2,25,1,10,5
66,2022-08-21 15:52:10.077000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-25-7-2-40_1-25-3-1-10,4,0,11,0,3,25,2,40,7,1,25,1,10,3
66,2022-08-21 15:52:12.899000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,1-25-3-2-40_2-20-1-1-40,3,0,12,0,1,25,2,40,3,2,20,1,40,1
66,2022-08-21 15:52:17.187000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,easy_3,4,1,13,0,0,10,4,20,1,0,10,1,30,7
66,2022-08-21 15:52:23.148000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-5-7-2-40_3-5-3-2-0,6,0,14,0,3,5,2,40,7,3,5,2,0,3
66,2022-08-21 15:52:28.787000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,hard_2,6,1,15,0,1,10,0,20,5,0,20,3,40,3
66,2022-08-21 15:52:31.595000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,hard_3,3,1,16,0,0,5,1,20,7,2,10,3,30,3
66,2022-08-21 15:52:36.513000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-25-1-4-40_2-25-7-1-40,5,1,17,0,0,25,4,40,1,2,25,1,40,7
66,2022-08-21 15:52:38.609000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-5-3-0-30_2-20-5-2-30,2,1,18,0,3,5,0,30,3,2,20,2,30,5
66,2022-08-21 15:52:42.243000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-25-7-1-0_3-20-5-0-0,4,0,19,0,2,25,1,0,7,3,20,0,0,5
66,2022-08-21 15:52:51.932000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,1-5-3-0-20_2-10-7-4-30,10,1,20,0,1,5,0,20,3,2,10,4,30,7
66,2022-08-21 15:52:57.107000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,easy_1,5,1,21,0,0,5,2,40,3,2,20,1,30,5
66,2022-08-21 15:53:00.608000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-5-3-4-40_1-10-5-1-10,4,1,22,0,3,5,4,40,3,1,10,1,10,5
66,2022-08-21 15:53:05.826000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-20-7-3-20_2-25-5-0-30,5,1,23,0,3,20,3,20,7,2,25,0,30,5
66,2022-08-21 15:53:12.506000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-10-1-3-30_3-20-5-4-20,7,1,24,0,2,10,3,30,1,3,20,4,20,5
66,2022-08-21 15:53:15.705000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,1-5-5-2-20_2-20-5-1-0,3,1,25,0,1,5,2,20,5,2,20,1,0,5
66,2022-08-21 15:53:20.249000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-25-3-1-0_1-20-1-0-0,4,0,26,0,0,25,1,0,3,1,20,0,0,1
66,2022-08-21 15:53:24.664000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-5-7-2-20_0-5-3-2-20,4,0,27,0,2,5,2,20,7,0,5,2,20,3
66,2022-08-21 15:53:30.106000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,easy_3,5,1,28,0,0,10,4,20,1,0,10,1,30,7
66,2022-08-21 15:53:32.859000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-10-7-1-10_2-25-5-2-10,3,1,29,0,3,10,1,10,7,2,25,2,10,5
66,2022-08-21 15:54:14.958000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-25-1-2-50_1-25-5-0-40,42,0,30,0,2,25,2,50,1,1,25,0,40,5
66,2022-08-21 15:54:19.719000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-25-7-3-0_0-25-7-2-10,5,0,31,0,2,25,3,0,7,0,25,2,10,7
66,2022-08-21 15:54:22.599000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,hard_3,3,1,32,0,0,5,1,20,7,2,10,3,30,3
66,2022-08-21 15:54:24.663000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-5-7-1-10_1-25-3-1-20,2,1,33,0,2,5,1,10,7,1,25,1,20,3
66,2022-08-21 15:54:27.963000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-10-1-0-30_2-5-1-0-20,3,0,34,0,3,10,0,30,1,2,5,0,20,1
66,2022-08-21 15:54:31.734000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-25-1-3-0_2-10-3-0-30,4,0,35,0,0,25,3,0,1,2,10,0,30,3
66,2022-08-21 15:54:41.574000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-10-5-3-30_2-25-1-3-30,10,1,36,0,3,10,3,30,5,2,25,3,30,1
66,2022-08-21 15:54:43.703000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,hard_2,2,1,37,0,1,10,0,20,5,0,20,3,40,3
66,2022-08-21 15:54:47.560000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-20-1-3-10_1-25-3-1-30,4,1,38,0,0,20,3,10,1,1,25,1,30,3
66,2022-08-21 15:54:49.833000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-10-7-0-40_0-25-1-0-40,2,1,39,0,2,10,0,40,7,0,25,0,40,1
66,2022-08-21 15:54:54.547000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-10-3-4-30_3-5-7-4-40,5,0,40,0,3,10,4,30,3,3,5,4,40,7
66,2022-08-21 15:54:57.143000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-10-7-2-30_2-25-7-2-0,3,1,41,0,0,10,2,30,7,2,25,2,0,7
66,2022-08-21 15:55:00.518000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-5-1-4-50_0-10-7-3-20,3,1,42,0,2,5,4,50,1,0,10,3,20,7
66,2022-08-21 15:55:06.779000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-5-5-1-10_3-5-7-3-20,6,1,43,0,0,5,1,10,5,3,5,3,20,7
66,2022-08-21 15:55:11.662000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-20-1-1-50_1-10-1-3-20,5,0,44,0,0,20,1,50,1,1,10,3,20,1
66,2022-08-21 15:55:15.225000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-25-7-3-40_0-25-5-4-40,4,0,45,0,2,25,3,40,7,0,25,4,40,5
66,2022-08-21 15:55:40.918000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,1-10-5-2-0_1-10-3-2-40,26,1,46,4,1,10,2,0,5,1,10,2,40,3
66,2022-08-21 15:55:45.191000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-25-7-3-0_1-5-1-0-30,4,0,47,0,3,25,3,0,7,1,5,0,30,1
66,2022-08-21 15:55:51.640000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,1-25-1-0-0_2-25-5-0-30,6,1,48,0,1,25,0,0,1,2,25,0,30,5
66,2022-08-21 15:55:56.094000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,easy_1,4,1,49,0,0,5,2,40,3,2,20,1,30,5
66,2022-08-21 15:55:58.142000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-20-7-3-0_2-10-5-0-40,2,0,50,0,0,20,3,0,7,2,10,0,40,5
66,2022-08-21 15:56:02.742000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-25-7-2-40_3-25-5-4-30,5,0,51,0,2,25,2,40,7,3,25,4,30,5
66,2022-08-21 15:56:07.639000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,easy_2,5,1,52,0,0,10,4,0,5,1,20,2,30,5
66,2022-08-21 15:56:09.758000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,att_2,2,0,53,0,0,15,2,30,7,1,-1,1,40,7
66,2022-08-21 15:56:16.125000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,2-5-3-1-0_2-5-5-2-20,6,1,54,0,2,5,1,0,3,2,5,2,20,5
66,2022-08-21 15:56:19.580000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,3-20-1-1-50_1-25-5-0-50,3,1,55,0,3,20,1,50,1,1,25,0,50,5
66,2022-08-21 15:56:22.751000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,easy_2,3,1,56,0,0,10,4,0,5,1,20,2,30,5
66,2022-08-21 15:56:27.211000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,0-25-5-0-50_3-25-3-3-30,4,1,57,0,0,25,0,50,5,3,25,3,30,3
66,2022-08-21 15:56:29.287000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,att_1,2,0,58,0,0,20,1,30,3,2,-1,0,40,5
66,2022-08-21 15:56:37.847000,e5757ae8-6a4d-4dda-8467-ea36118fbf5b,1-20-5-2-10_1-20-1-3-50,9,1,59,0,1,20,2,10,5,1,20,3,50,1
1,2022-08-21 16:10:33.695000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-5-1-4-20_1-10-3-3-10,104,1,0,0,3,5,4,20,1,1,10,3,10,3
1,2022-08-21 16:10:37.426000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-5-1-0-0_2-5-7-1-50,4,1,1,0,0,5,0,0,1,2,5,1,50,7
1,2022-08-21 16:10:42.368000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-5-3-3-30_2-25-3-4-30,5,1,2,0,2,5,3,30,3,2,25,4,30,3
1,2022-08-21 16:10:46.904000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,hard_1,5,0,3,0,1,20,2,30,7,2,25,1,10,5
1,2022-08-21 16:10:54.783000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-20-1-1-0_0-5-5-2-10,8,0,4,0,2,20,1,0,1,0,5,2,10,5
1,2022-08-21 16:11:03.838000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-25-1-2-20_3-5-3-1-0,9,0,5,0,2,25,2,20,1,3,5,1,0,3
1,2022-08-21 16:11:08.704000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-25-7-3-0_2-25-5-3-20,5,1,6,0,2,25,3,0,7,2,25,3,20,5
1,2022-08-21 16:11:17.014000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-10-5-1-20_1-5-1-3-50,8,1,7,0,3,10,1,20,5,1,5,3,50,1
1,2022-08-21 16:11:29.179000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,hard_2,12,1,8,0,1,10,0,20,5,0,20,3,40,3
1,2022-08-21 16:11:33.780000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-10-3-4-20_3-20-1-3-10,5,1,9,0,1,10,4,20,3,3,20,3,10,1
1,2022-08-21 16:11:37.654000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-10-3-3-30_1-25-5-0-50,4,1,10,0,0,10,3,30,3,1,25,0,50,5
1,2022-08-21 16:11:49.408000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-5-1-1-50_0-20-1-2-0,12,0,11,0,1,5,1,50,1,0,20,2,0,1
1,2022-08-21 16:11:54.968000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-20-3-4-50_1-25-1-4-30,6,1,12,0,3,20,4,50,3,1,25,4,30,1
1,2022-08-21 16:12:03.427000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-20-5-3-20_2-25-7-4-30,8,1,13,0,1,20,3,20,5,2,25,4,30,7
1,2022-08-21 16:12:12.480000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-5-5-0-20_3-5-3-3-10,9,0,14,0,3,5,0,20,5,3,5,3,10,3
1,2022-08-21 16:12:20.373000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,easy_1,8,1,15,0,0,5,2,40,3,2,20,1,30,5
1,2022-08-21 16:12:27.873000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-5-3-1-0_1-5-5-2-20,8,1,16,0,1,5,1,0,3,1,5,2,20,5
1,2022-08-21 16:12:31,932c74b8-27ea-40fc-b152-fdbe204cdaf0,att_2,3,0,17,0,0,15,2,30,7,1,-1,1,40,7
1,2022-08-21 16:12:41.419000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-25-7-4-50_1-25-7-3-20,10,0,18,0,0,25,4,50,7,1,25,3,20,7
1,2022-08-21 16:12:48.394000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-5-1-1-30_2-20-1-3-10,7,1,19,0,0,5,1,30,1,2,20,3,10,1
1,2022-08-21 16:13:03.205000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,easy_2,15,0,20,0,1,20,2,30,5,0,10,4,0,5
1,2022-08-21 16:13:15.840000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-25-7-2-50_3-25-3-2-50,13,1,21,0,0,25,2,50,7,3,25,2,50,3
1,2022-08-21 16:13:25.215000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-5-3-3-10_1-10-5-4-20,9,1,22,0,0,5,3,10,3,1,10,4,20,5
1,2022-08-21 16:13:32.755000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-20-7-1-20_3-5-1-3-10,8,0,23,0,3,20,1,20,7,3,5,3,10,1
1,2022-08-21 16:13:45.209000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-10-7-2-30_3-20-5-1-10,12,1,24,0,2,10,2,30,7,3,20,1,10,5
1,2022-08-21 16:14:03.570000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,hard_3,18,1,25,0,0,5,1,20,7,2,10,3,30,3
1,2022-08-21 16:14:11.704000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-25-5-4-0_0-5-7-1-20,8,0,26,0,2,25,4,0,5,0,5,1,20,7
1,2022-08-21 16:14:30.440000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-10-1-3-20_1-10-5-1-0,19,0,27,0,2,10,3,20,1,1,10,1,0,5
1,2022-08-21 16:14:39.054000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-5-1-3-10_0-25-1-1-30,9,1,28,0,3,5,3,10,1,0,25,1,30,1
1,2022-08-21 16:14:44.235000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-20-1-0-10_3-10-1-2-20,5,0,29,0,0,20,0,10,1,3,10,2,20,1
1,2022-08-21 16:15:42.144000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-25-3-4-40_0-5-5-1-30,58,0,30,0,2,25,4,40,3,0,5,1,30,5
1,2022-08-21 16:15:59.104000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-10-5-1-0_2-5-3-4-10,17,0,31,0,1,10,1,0,5,2,5,4,10,3
1,2022-08-21 16:16:15.109000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,easy_3,16,1,32,0,0,10,4,20,1,0,10,1,30,7
1,2022-08-21 16:16:27.571000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-20-5-4-40_2-25-3-1-0,12,0,33,0,1,20,4,40,5,2,25,1,0,3
1,2022-08-21 16:16:42.618000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-20-5-0-0_0-25-5-2-20,15,1,34,0,0,20,0,0,5,0,25,2,20,5
1,2022-08-21 16:16:49.572000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-25-7-4-20_3-20-7-3-30,7,0,35,0,1,25,4,20,7,3,20,3,30,7
1,2022-08-21 16:17:10.089000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-10-5-4-20_1-5-5-3-40,20,1,36,0,3,10,4,20,5,1,5,3,40,5
1,2022-08-21 16:17:16.093000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-25-7-4-10_1-25-7-2-20,6,1,37,0,1,25,4,10,7,1,25,2,20,7
1,2022-08-21 16:17:24.872000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-5-7-2-20_2-10-3-2-0,9,0,38,0,1,5,2,20,7,2,10,2,0,3
1,2022-08-21 16:17:37.320000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-10-3-3-20_2-5-5-0-20,12,1,39,0,0,10,3,20,3,2,5,0,20,5
1,2022-08-21 16:17:51.661000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,easy_3,14,1,40,0,0,10,4,20,1,0,10,1,30,7
1,2022-08-21 16:18:00.780000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,hard_3,9,1,41,0,0,5,1,20,7,2,10,3,30,3
1,2022-08-21 16:18:12.080000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-25-3-1-30_0-25-7-2-0,11,1,42,0,3,25,1,30,3,0,25,2,0,7
1,2022-08-21 16:18:32.025000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-10-3-3-0_2-5-5-2-50,20,1,43,0,3,10,3,0,3,2,5,2,50,5
1,2022-08-21 16:18:44.886000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,hard_1,13,0,44,0,1,20,2,30,7,2,25,1,10,5
1,2022-08-21 16:18:52.945000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-5-7-3-10_2-20-5-2-30,8,1,45,0,1,5,3,10,7,2,20,2,30,5
1,2022-08-21 16:19:06.126000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-20-1-0-30_3-25-3-1-0,13,0,46,0,3,20,0,30,1,3,25,1,0,3
1,2022-08-21 16:19:28.356000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-10-1-4-0_3-5-5-3-40,22,0,47,0,2,10,4,0,1,3,5,3,40,5
1,2022-08-21 16:19:37.054000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-10-1-2-40_0-5-7-3-40,9,0,48,0,3,10,2,40,1,0,5,3,40,7
1,2022-08-21 16:19:52.596000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-20-7-2-20_3-5-7-4-50,16,0,49,0,0,20,2,20,7,3,5,4,50,7
1,2022-08-21 16:20:44.074000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,easy_1,51,1,50,0,0,5,2,40,3,2,20,1,30,5
1,2022-08-21 16:20:48.765000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-25-3-1-50_3-20-1-2-0,5,0,51,0,3,25,1,50,3,3,20,2,0,1
1,2022-08-21 16:20:56.795000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-25-1-3-20_2-25-1-3-20,8,0,52,0,1,25,3,20,1,2,25,3,20,1
1,2022-08-21 16:21:00.069000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,att_1,3,1,53,0,2,-1,0,40,5,0,20,1,30,3
1,2022-08-21 16:21:16.061000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,0-20-1-1-0_3-25-5-3-40,16,1,54,0,0,20,1,0,1,3,25,3,40,5
1,2022-08-21 16:21:34.652000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,3-25-5-3-40_2-5-1-0-50,19,0,55,0,3,25,3,40,5,2,5,0,50,1
1,2022-08-21 16:21:39.744000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,2-5-5-0-30_3-5-1-4-50,5,1,56,0,2,5,0,30,5,3,5,4,50,1
1,2022-08-21 16:21:44.886000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,hard_2,5,1,57,0,1,10,0,20,5,0,20,3,40,3
1,2022-08-21 16:21:51.126000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,1-5-3-0-30_2-10-1-2-20,6,1,58,0,1,5,0,30,3,2,10,2,20,1
1,2022-08-21 16:21:53.990000,932c74b8-27ea-40fc-b152-fdbe204cdaf0,easy_2,3,0,59,0,1,20,2,30,5,0,10,4,0,5
19,2022-08-21 16:51:00.971000,9d437618-da1e-4b59-8a8f-55703ed78914,easy_3,13,1,0,0,0,10,4,20,1,0,10,1,30,7
19,2022-08-21 16:51:04.832000,9d437618-da1e-4b59-8a8f-55703ed78914,hard_2,4,0,1,0,0,20,3,40,3,1,10,0,20,5
19,2022-08-21 16:51:07.831000,9d437618-da1e-4b59-8a8f-55703ed78914,3-10-1-3-40_2-25-1-0-40,3,1,2,0,3,10,3,40,1,2,25,0,40,1
19,2022-08-21 16:51:11.021000,9d437618-da1e-4b59-8a8f-55703ed78914,2-20-5-2-40_0-10-7-4-50,3,0,3,0,2,20,2,40,5,0,10,4,50,7
19,2022-08-21 16:51:14.451000,9d437618-da1e-4b59-8a8f-55703ed78914,2-25-3-0-50_2-5-1-0-30,3,0,4,0,2,25,0,50,3,2,5,0,30,1
19,2022-08-21 16:51:20.958000,9d437618-da1e-4b59-8a8f-55703ed78914,3-25-3-2-30_2-25-5-0-20,7,1,5,0,3,25,2,30,3,2,25,0,20,5
19,2022-08-21 16:51:23.829000,9d437618-da1e-4b59-8a8f-55703ed78914,3-5-5-1-10_1-20-3-2-50,3,1,6,0,3,5,1,10,5,1,20,2,50,3
19,2022-08-21 16:51:34.110000,9d437618-da1e-4b59-8a8f-55703ed78914,hard_3,10,1,7,1,2,10,3,30,3,0,5,1,20,7
19,2022-08-21 16:51:37.017000,9d437618-da1e-4b59-8a8f-55703ed78914,3-25-3-2-10_1-5-3-0-20,3,0,8,0,3,25,2,10,3,1,5,0,20,3
19,2022-08-21 16:51:40.920000,9d437618-da1e-4b59-8a8f-55703ed78914,2-20-5-3-0_0-10-3-4-50,4,0,9,0,2,20,3,0,5,0,10,4,50,3
19,2022-08-21 16:51:45.198000,9d437618-da1e-4b59-8a8f-55703ed78914,3-10-5-4-20_3-5-3-4-30,4,0,10,0,3,10,4,20,5,3,5,4,30,3
19,2022-08-21 16:51:48.292000,9d437618-da1e-4b59-8a8f-55703ed78914,3-20-1-1-20_2-5-5-1-40,3,0,11,0,3,20,1,20,1,2,5,1,40,5
19,2022-08-21 16:51:50.908000,9d437618-da1e-4b59-8a8f-55703ed78914,easy_1,3,1,12,0,0,5,2,40,3,2,20,1,30,5
19,2022-08-21 16:51:54.390000,9d437618-da1e-4b59-8a8f-55703ed78914,0-5-3-0-0_3-10-5-3-0,3,1,13,0,0,5,0,0,3,3,10,3,0,5
19,2022-08-21 16:51:59.147000,9d437618-da1e-4b59-8a8f-55703ed78914,2-25-3-1-30_2-20-5-3-30,5,1,14,0,2,25,1,30,3,2,20,3,30,5
19,2022-08-21 16:52:04.102000,9d437618-da1e-4b59-8a8f-55703ed78914,1-20-7-2-50_1-25-1-4-30,5,0,15,0,1,20,2,50,7,1,25,4,30,1
19,2022-08-21 16:52:08.154000,9d437618-da1e-4b59-8a8f-55703ed78914,2-20-3-1-0_1-25-5-2-40,4,1,16,0,2,20,1,0,3,1,25,2,40,5
19,2022-08-21 16:52:12.151000,9d437618-da1e-4b59-8a8f-55703ed78914,1-5-3-2-10_2-25-5-0-50,4,1,17,0,1,5,2,10,3,2,25,0,50,5
19,2022-08-21 16:52:17.281000,9d437618-da1e-4b59-8a8f-55703ed78914,0-20-3-0-0_1-5-1-1-50,5,0,18,0,0,20,0,0,3,1,5,1,50,1
19,2022-08-21 16:52:32.787000,9d437618-da1e-4b59-8a8f-55703ed78914,2-20-1-1-40_0-5-7-2-20,15,0,19,0,2,20,1,40,1,0,5,2,20,7
19,2022-08-21 16:52:40.109000,9d437618-da1e-4b59-8a8f-55703ed78914,hard_1,7,0,20,0,2,25,1,10,5,1,20,2,30,7
19,2022-08-21 16:52:44.784000,9d437618-da1e-4b59-8a8f-55703ed78914,3-10-7-0-10_0-5-7-0-40,5,0,21,0,3,10,0,10,7,0,5,0,40,7
19,2022-08-21 16:52:50.532000,9d437618-da1e-4b59-8a8f-55703ed78914,0-25-1-3-50_2-20-1-0-50,6,1,22,0,0,25,3,50,1,2,20,0,50,1
19,2022-08-21 16:52:53.698000,9d437618-da1e-4b59-8a8f-55703ed78914,3-20-3-4-30_3-10-7-3-10,3,0,23,0,3,20,4,30,3,3,10,3,10,7
19,2022-08-21 16:52:56.218000,9d437618-da1e-4b59-8a8f-55703ed78914,easy_1,2,1,24,0,0,5,2,40,3,2,20,1,30,5
19,2022-08-21 16:52:58.492000,9d437618-da1e-4b59-8a8f-55703ed78914,0-20-1-3-30_1-5-5-1-0,2,0,25,0,0,20,3,30,1,1,5,1,0,5
19,2022-08-21 16:53:03.809000,9d437618-da1e-4b59-8a8f-55703ed78914,1-10-3-3-10_3-10-7-0-40,5,1,26,0,1,10,3,10,3,3,10,0,40,7
19,2022-08-21 16:53:09.378000,9d437618-da1e-4b59-8a8f-55703ed78914,0-25-3-3-10_2-20-7-2-20,6,1,27,0,0,25,3,10,3,2,20,2,20,7
19,2022-08-21 16:53:14.119000,9d437618-da1e-4b59-8a8f-55703ed78914,0-5-7-0-50_2-25-1-1-10,5,1,28,0,0,5,0,50,7,2,25,1,10,1
19,2022-08-21 16:53:19.069000,9d437618-da1e-4b59-8a8f-55703ed78914,0-25-3-2-10_0-5-5-4-40,5,0,29,0,0,25,2,10,3,0,5,4,40,5
19,2022-08-21 16:54:28.476000,9d437618-da1e-4b59-8a8f-55703ed78914,0-20-3-1-20_1-25-1-0-30,69,0,30,0,0,20,1,20,3,1,25,0,30,1
19,2022-08-21 16:54:32.120000,9d437618-da1e-4b59-8a8f-55703ed78914,easy_3,4,1,31,0,0,10,4,20,1,0,10,1,30,7
19,2022-08-21 16:54:35.033000,9d437618-da1e-4b59-8a8f-55703ed78914,0-10-5-2-10_3-25-1-2-10,3,1,32,0,0,10,2,10,5,3,25,2,10,1
19,2022-08-21 16:54:37.582000,9d437618-da1e-4b59-8a8f-55703ed78914,0-5-5-3-40_3-20-1-2-40,3,1,33,0,0,5,3,40,5,3,20,2,40,1
19,2022-08-21 16:54:40.339000,9d437618-da1e-4b59-8a8f-55703ed78914,0-25-3-4-40_2-5-5-3-50,3,0,34,0,0,25,4,40,3,2,5,3,50,5
