,lalco,ldep,llife,lcrim,ralco,rdep,rlife,rcrim,secElasped,chosen,order,alcodiff,depdiff,lifediff,crimdiff,LocationLatitude,LocationLongitude,econStatus,hour_of_day,age_18-24 years old,age_25-34 years old,age_35-44 years old,age_45-54 years old,age_55-64 years old,age_65+ years old,gender_Female,gender_Male,gender_Non-binary / third gender,employment_Retired,employment_Student,employment_Unemployed and looking for work,employment_Working full-time,employment_Working part-time,maritalStatus_Living with a partner,maritalStatus_Married,maritalStatus_Never been married,maritalStatus_Widowed,ethnicity_Black/African American,ethnicity_Hispanic/Latino,ethnicity_White/Caucasian,"ethnicity_White/Caucasian,Black/African American",timezone_America/Chicago,timezone_America/Detroit,timezone_America/Los_Angeles,timezone_America/New_York,timezone_Europe/London
2135,2,0,1,2,4,1,3,1,3,1,48,-2,-1,-2,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2136,2,1,3,2,4,1,1,2,393,0,5,-2,0,2,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2137,4,2,3,1,0,1,2,1,2,0,49,4,1,1,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2138,2,0,3,1,4,0,3,1,4,0,50,-2,0,0,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2139,4,0,2,1,4,2,2,0,10,1,6,0,-2,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2141,4,0,1,2,4,0,2,1,4,1,52,0,0,-1,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2142,0,2,3,0,4,2,3,1,5,0,53,-4,0,0,-1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2143,2,2,1,2,0,2,1,1,5,1,54,2,0,0,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2145,2,2,2,1,4,1,3,1,22,0,7,-2,1,-1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2122,0,1,3,1,4,0,1,1,2,0,35,-4,1,2,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2146,4,2,1,1,0,2,2,2,3,1,56,4,0,-1,-1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2121,0,1,1,1,4,2,2,2,2,1,34,-4,-1,-1,-1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2119,0,2,1,2,4,1,1,2,4,0,32,-4,1,0,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2096,0,2,1,0,2,0,2,1,3,0,9,-2,2,-1,-1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2097,4,0,1,1,0,1,3,0,4,1,10,4,-1,-2,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2098,4,1,1,1,2,2,2,1,4,1,11,2,-1,-1,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2100,0,1,2,1,2,1,1,0,4,0,13,-2,0,1,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2101,4,0,1,2,4,2,3,0,4,1,14,0,-2,-2,2,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2102,4,2,2,0,4,2,3,0,3,1,15,0,0,-1,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2103,4,0,2,0,4,1,3,1,6,1,16,0,-1,-1,-1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2105,0,0,2,1,4,1,3,1,3,1,18,-4,-1,-1,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2106,0,1,3,2,4,0,2,1,4,0,19,-4,1,1,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2108,2,1,1,2,0,0,3,1,2,1,21,2,1,-2,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2109,4,2,3,2,4,1,2,0,5,1,22,0,1,1,2,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2110,2,0,3,2,4,1,2,0,4,0,23,-2,-1,1,2,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2111,0,2,3,1,4,2,3,0,4,1,24,-4,0,0,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2112,4,0,1,0,2,1,3,0,4,1,25,2,-1,-2,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2113,2,1,3,0,4,0,2,1,2,0,26,-2,1,1,-1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2114,4,1,2,1,0,1,1,2,2,0,27,4,0,1,-1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2115,0,2,2,1,2,2,1,0,2,0,28,-2,0,1,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2117,0,0,1,1,0,0,1,2,36,0,30,0,0,0,-1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2118,0,0,2,0,0,2,1,0,2,0,31,0,-2,1,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2120,2,0,3,2,4,0,1,0,5,1,33,-2,0,2,2,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2147,2,1,1,2,0,2,1,0,4,1,57,2,-1,0,2,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2148,4,2,2,0,2,2,3,0,5,1,8,2,0,-1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2149,2,0,2,0,0,2,3,0,3,1,58,2,-2,-1,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2177,4,2,3,0,4,2,1,2,5,0,35,0,0,2,-2,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2179,0,2,1,1,4,2,1,0,4,1,37,-4,0,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2180,2,1,3,0,0,2,2,0,18,0,38,2,-1,1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2181,0,0,3,0,2,0,3,2,25,0,39,-2,0,0,-2,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2182,4,2,2,0,4,1,3,2,4,0,40,0,1,-1,-2,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2183,0,1,2,1,2,1,2,0,4,1,41,-2,0,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2184,2,0,2,0,0,1,1,1,5,0,42,2,-1,1,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2186,4,0,1,1,0,2,1,0,4,1,44,4,-2,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2187,2,0,3,2,2,0,1,2,5,0,45,0,0,2,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2188,2,1,2,1,2,1,3,2,5,0,46,0,0,-1,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2189,4,1,1,1,0,2,2,1,5,1,47,4,-1,-1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2191,2,2,2,0,2,2,2,1,18,0,49,0,0,0,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2193,0,2,1,1,0,1,3,2,26,0,51,0,1,-2,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2194,2,1,1,1,2,0,3,2,20,0,52,0,1,-2,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2195,2,1,3,0,2,0,1,1,5,0,53,0,1,2,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2196,4,0,2,2,2,0,2,1,5,1,54,2,0,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2197,0,1,1,0,0,2,1,0,21,1,55,0,-1,0,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2198,4,2,2,0,0,1,2,1,9,0,56,4,1,0,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2200,2,1,2,2,2,0,1,2,13,0,58,0,1,1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2176,2,2,2,0,0,1,2,2,6,0,34,2,1,0,-2,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2175,4,0,2,2,2,0,3,0,5,1,33,2,0,-1,2,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2172,2,0,3,2,4,1,3,1,38,1,30,-2,-1,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2171,2,2,1,0,0,2,1,1,4,0,29,2,0,0,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2150,2,2,3,2,0,2,2,0,2,0,59,2,0,1,2,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2151,2,1,3,1,4,2,2,1,16,0,9,-2,-1,1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2152,4,2,2,2,0,1,3,2,11,1,10,4,1,-1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2153,4,1,2,1,4,1,2,0,7,1,11,0,0,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2155,4,1,3,1,0,1,3,0,4,1,13,4,0,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2156,4,1,2,2,4,1,3,2,6,1,14,0,0,-1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2157,2,1,1,1,0,0,1,1,7,0,15,2,1,0,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2158,4,1,3,1,4,0,1,1,11,0,16,0,1,2,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2159,2,2,2,2,0,2,2,2,9,1,17,2,0,0,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2094,0,2,2,1,4,2,1,0,3,0,7,-4,0,1,1,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2160,0,0,3,0,4,0,2,2,8,0,18,-4,0,1,-2,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2162,2,2,1,2,0,1,3,2,12,1,20,2,1,-2,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2163,4,2,2,0,0,1,3,0,11,1,21,4,1,-1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2164,4,1,1,1,0,1,1,2,5,0,22,4,0,0,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2165,4,2,3,2,2,1,2,2,17,0,23,2,1,1,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2166,0,0,3,0,2,2,1,0,17,0,24,-2,-2,2,0,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2167,4,1,3,2,0,1,3,1,16,1,25,4,0,0,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2168,0,2,2,0,0,0,2,1,6,0,26,0,2,0,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2169,2,1,2,1,0,1,3,2,6,0,27,2,0,-1,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2170,2,0,2,0,2,1,2,1,10,0,28,0,-1,0,-1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2161,0,1,3,2,0,1,1,1,16,1,19,0,0,2,1,33.34489440917969,-82.08290100097656,30,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1983,4,2,1,2,0,2,2,1,8,1,14,4,0,-1,1,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2093,0,0,2,1,0,1,3,1,2,1,6,0,-1,-1,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2091,4,1,2,1,0,1,2,1,5,1,4,4,0,0,0,32.86869812011719,-96.86260223388672,37,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2013,0,0,1,1,0,0,2,1,3,0,25,0,0,-1,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2014,0,2,2,0,4,0,3,2,3,0,26,-4,2,-1,-2,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2015,2,0,2,1,4,0,2,1,6,0,26,-2,0,0,0,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2017,2,1,2,0,4,2,2,2,4,0,28,-2,-1,0,-2,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2018,4,0,3,0,4,1,3,0,9,1,27,0,-1,0,0,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2019,0,2,3,0,2,2,3,2,4,0,28,-2,0,0,-2,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2020,2,0,1,0,4,0,2,0,5,0,29,-2,0,-1,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2021,2,2,1,0,4,1,1,0,6,0,29,-2,1,0,0,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2022,2,2,2,1,0,0,1,2,40,0,30,2,2,1,-1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2023,4,1,2,2,4,1,1,0,37,1,30,0,0,1,2,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2024,0,1,2,2,4,0,3,2,3,1,31,-4,1,-1,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2026,2,2,3,0,4,0,1,0,3,0,32,-2,2,2,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2027,4,1,2,1,4,1,3,0,4,1,33,0,0,-1,1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2029,2,1,3,2,0,2,3,2,8,1,32,2,-1,0,0,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2031,4,2,3,1,4,2,1,2,3,0,36,0,0,2,-1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2032,4,2,3,0,4,0,1,0,6,0,33,0,2,2,0,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2033,4,1,2,1,2,1,1,1,4,0,37,2,0,1,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2034,2,2,1,2,2,1,1,0,3,0,38,0,1,0,2,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2035,4,0,2,1,4,0,3,1,8,1,34,0,0,-1,0,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2012,4,1,2,0,4,0,1,2,5,0,25,0,1,1,-2,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2036,4,1,3,1,0,0,1,2,4,0,39,4,1,2,-1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2010,2,1,2,2,4,2,1,0,7,1,24,-2,-1,1,2,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2007,2,2,1,2,4,1,2,1,4,0,21,-2,1,-1,1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1986,2,0,3,2,2,0,1,2,8,0,16,0,0,2,0,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1987,0,2,1,0,0,0,2,0,9,1,8,0,2,-1,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1988,2,0,3,1,2,2,3,0,8,1,9,0,-2,0,1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1989,0,0,2,1,4,1,3,2,16,0,17,-4,-1,-1,-1,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1990,2,1,3,1,2,1,2,0,5,1,18,0,0,1,1,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1991,4,1,1,2,2,2,3,0,9,1,10,2,-1,-2,2,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1992,4,1,3,2,4,0,2,2,8,0,19,0,1,1,0,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1993,4,0,1,1,4,0,2,0,14,1,11,0,0,-1,1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1994,4,0,3,1,4,2,2,0,11,1,12,0,-2,1,1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1995,2,1,2,2,2,2,3,2,7,1,13,0,-1,-1,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1996,4,2,3,0,2,2,3,2,26,0,20,2,0,0,-2,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1998,0,0,1,2,0,0,2,2,4,1,15,0,0,-1,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1999,4,1,2,0,4,1,3,0,4,1,16,0,0,-1,0,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2000,2,0,2,2,4,2,3,0,11,1,21,-2,-2,-1,2,42.965606689453125,-85.65000152587889,8,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2001,4,2,1,2,2,0,3,1,4,1,17,2,2,-2,1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2003,0,2,1,1,2,2,1,0,4,1,18,-2,0,0,1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2004,2,2,3,1,2,0,2,0,3,0,19,0,2,1,1,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2005,2,0,2,2,0,0,1,0,3,0,20,2,0,1,2,40.23890686035156,-77.19349670410156,44,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
